"","INDREP_red","iris","libcom17","lib_com16","lib_dep","REG","reg16","lib_reg","lib_reg16","LIB_EPCI16","BAT_red","CODEPOSTAL_red","CODSEGPATRIM_red","COMPLGEO_red","COMPLIDENT_red","construct_red","CONV_red","COULOIR_red","CUS_red","DATCONV_red","DEP","DEPCOM_red","depcom_red16","DPEDATE_red","DPEENERGIE_red","DPESERRE_red","DROIT_red","ENTREE_red","EPCI16","ESC_red","ETAGE_red","finan_red","IMMEU_red","LIBSEGPATRIM_red","LIEUDIT_red","locat_red","nbpiece_red","NOMVOIE_red","NUMAPPT_red","NUMBOITE_red","NUMCONV_red","NUMVOIE_red","origine_red","patrimoine_red","QPV_red","SRU_ALINEA_red","SRU_EXPIR_red","surfhab_red","TYPECONST_red","TYPVOIE_red","x","y"
"15001",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"1",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","8","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15002",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"2",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","9","","4491047A","3",1,"1973","1",1,2036,100,"C","RUE",357419.2,6687115.25
"15003",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"2",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","10","","4491047A","3",1,"1973","1",1,2036,66,"C","RUE",357419.2,6687115.25
"15004",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"2",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","11","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15005",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"2",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","12","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15006",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"3",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","14","","4491047A","3",1,"1973","1",1,2036,66,"C","RUE",357419.2,6687115.25
"15007",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"3",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","15","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15008",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"3",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","16","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15009",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"4",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","17","","4491047A","3",1,"1973","1",1,2036,100,"C","RUE",357419.2,6687115.25
"15010",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"4",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","18","","4491047A","3",1,"1973","1",1,2036,66,"C","RUE",357419.2,6687115.25
"15011",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"4",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","19","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15012",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"4",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","20","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15013",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"5",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","21","","4491047A","3",1,"1973","1",1,2036,100,"C","RUE",357419.2,6687115.25
"15014",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"5",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","22","","4491047A","3",1,"1973","1",1,2036,66,"C","RUE",357419.2,6687115.25
"15015",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"5",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","23","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15016",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"5",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","24","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15017",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"6",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","27","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15018",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"6",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","28","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15019",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"7",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","29","","4491047A","3",1,"1973","1",1,2036,100,"C","RUE",357419.2,6687115.25
"15020",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"7",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","30","","4491047A","3",1,"1973","1",1,2036,66,"C","RUE",357419.2,6687115.25
"15021",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"7",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","31","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15022",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"7",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","32","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15023",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"8",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","33","","4491047A","3",1,"1973","1",1,2036,100,"C","RUE",357419.2,6687115.25
"15024",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"8",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","34","","4491047A","3",1,"1973","1",1,2036,64,"C","RUE",357419.2,6687115.25
"15025",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"8",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","35","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15026",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"8",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","36","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15027",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"9",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","37","","4491047A","3",1,"1973","1",1,2036,100,"C","RUE",357419.2,6687115.25
"15028",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"9",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","38","","4491047A","3",1,"1973","1",1,2036,66,"C","RUE",357419.2,6687115.25
"15029",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"9",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","39","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15030",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"9",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","40","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15031",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"10",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","42","","4491047A","3",1,"1973","1",1,2036,66,"C","RUE",357419.2,6687115.25
"15032",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"10",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","43","","4491047A","3",1,"1973","1",1,2036,82,"C","RUE",357419.2,6687115.25
"15033",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,1,"10",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","44","","4491047A","3",1,"1973","1",1,2036,51,"C","RUE",357419.2,6687115.25
"15034",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"0",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","45","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15035",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"0",52,"3","AGENCE GOUDY",NA,"1973",1,"RUE D'HENDAYE","46","","4491047A","1",1,"1973","1",1,2036,34,"C","RUE",357404.58,6687077.54
"15036",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"0",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","47","","4491047A","1",1,"1973","1",1,2036,71,"C","RUE",357404.58,6687077.54
"15037",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"0",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","48","","4491047A","1",1,"1973","1",1,2036,51,"C","RUE",357404.58,6687077.54
"15038",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"1",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","49","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15039",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"1",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","50","","4491047A","1",1,"1973","1",1,2036,66,"C","RUE",357404.58,6687077.54
"15040",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"1",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","51","","4491047A","1",1,"1973","1",1,2036,82,"C","RUE",357404.58,6687077.54
"15041",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"1",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","52","","4491047A","1",1,"1973","1",1,2036,51,"C","RUE",357404.58,6687077.54
"15042",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"2",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","53","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15043",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"2",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","54","","4491047A","1",1,"1973","1",1,2036,66,"C","RUE",357404.58,6687077.54
"15044",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"2",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","55","","4491047A","1",1,"1973","1",1,2036,82,"C","RUE",357404.58,6687077.54
"15045",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"1",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","56","","4491047A","1",1,"1973","1",1,2036,51,"C","RUE",357404.58,6687077.54
"15046",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"3",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","57","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15047",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"3",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","58","","4491047A","1",1,"1973","1",1,2036,66,"C","RUE",357404.58,6687077.54
"15048",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"3",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","59","","4491047A","1",1,"1973","1",1,2036,82,"C","RUE",357404.58,6687077.54
"15049",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"3",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","60","","4491047A","1",1,"1973","1",1,2036,51,"C","RUE",357404.58,6687077.54
"15050",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"4",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","61","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15051",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"4",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","62","","4491047A","1",1,"1973","1",1,2036,66,"C","RUE",357404.58,6687077.54
"15052",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"4",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","63","","4491047A","1",1,"1973","1",1,2036,82,"C","RUE",357404.58,6687077.54
"15053",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"4",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","64","","4491047A","1",1,"1973","1",1,2036,51,"C","RUE",357404.58,6687077.54
"15054",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"5",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","65","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15055",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"5",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","66","","4491047A","1",1,"1973","1",1,2036,66,"C","RUE",357404.58,6687077.54
"15056",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"5",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","67","","4491047A","1",1,"1973","1",1,2036,82,"C","RUE",357404.58,6687077.54
"15057",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"5",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","68","","4491047A","1",1,"1973","1",1,2036,51,"C","RUE",357404.58,6687077.54
"15058",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"6",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","69","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15059",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"6",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","70","","4491047A","1",1,"1973","1",1,2036,66,"C","RUE",357404.58,6687077.54
"15060",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"6",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","71","","4491047A","1",1,"1973","1",1,2036,82,"C","RUE",357404.58,6687077.54
"15061",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"6",52,"3","AGENCE GOUDY",NA,"1973",2,"RUE D'HENDAYE","72","","4491047A","1",1,"1973","1",1,2036,51,"C","RUE",357404.58,6687077.54
"15062",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"7",52,"3","AGENCE GOUDY",NA,"1973",5,"RUE D'HENDAYE","73","","4491047A","1",1,"1973","1",1,2036,100,"C","RUE",357404.58,6687077.54
"15063",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"7",52,"3","AGENCE GOUDY",NA,"1973",3,"RUE D'HENDAYE","74","","4491047A","1",1,"1973","1",1,2036,66,"C","RUE",357404.58,6687077.54
"15064",NA,"1101","NANTES","NANTES","LOIRE-ATLANTIQUE",52,52,"Pays de la Loire","Pays de la Loire","Nantes M","3",44200,3,"",NA,1973,1,NA,NA,"01/07/1991",44,44109,NA,"08/2011","C","D",1,NA,244400404,2,"7",52,"3","AGENCE GOUDY",NA,"1973",4,"RUE D'HENDAYE","75","","4491047A","1",1,"1973","1",1,2036,82,"C","RUE",357404.58,6687077.54
