Code commune;Libellé des communes;Typo degré de densité;Région;Population municipale 2010;Part population dense (1);Part population intermédiaire (2);Part population peu dense (3);Part population très peu dense (4)
09117;Esplas;4;76;95;0,00 %;0,00 %;0,00 %;100,00 %
09118;Esplas-de-Sérou;4;76;159;0,00 %;0,00 %;0,00 %;100,00 %
09119;Eycheil;3;76;555;0,00 %;55,50 %;38,29 %;6,21 %
09120;Fabas;4;76;329;0,00 %;0,00 %;0,00 %;100,00 %
09121;Ferrières-sur-Ariège;2;76;822;0,00 %;72,34 %;26,49 %;1,16 %
09122;Foix;2;76;9 885;0,00 %;87,87 %;11,73 %;0,40 %
09123;Fornex;4;76;109;0,00 %;0,00 %;27,79 %;72,21 %
09124;Le Fossat;3;76;1 063;0,00 %;0,00 %;87,16 %;12,84 %
09125;Fougax-et-Barrineuf;3;76;522;0,00 %;0,00 %;85,71 %;14,29 %
09126;Freychenet;4;76;95;0,00 %;0,00 %;0,00 %;100,00 %
09127;Gabre;4;76;94;0,00 %;0,00 %;0,00 %;100,00 %
09128;Gajan;3;76;298;0,00 %;0,14 %;84,90 %;14,95 %
09129;Galey;4;76;112;0,00 %;0,00 %;0,00 %;100,00 %
09130;Ganac;3;76;692;0,00 %;0,00 %;93,30 %;6,70 %
09131;Garanou;3;76;168;0,00 %;0,00 %;97,56 %;2,44 %
09132;Gaudiès;4;76;218;0,00 %;0,00 %;0,00 %;100,00 %
09133;Génat;4;76;27;0,00 %;0,00 %;0,00 %;100,00 %
09134;Gestiès;4;76;9;0,00 %;0,00 %;0,00 %;100,00 %
09135;Goulier;4;76;40;0,00 %;0,00 %;0,00 %;100,00 %
09136;Gourbit;4;76;93;0,00 %;0,00 %;0,00 %;100,00 %
09137;Gudas;4;76;143;0,00 %;0,00 %;0,00 %;100,00 %
09138;L'Herm;4;76;215;0,00 %;0,00 %;0,00 %;100,00 %
09139;L'Hospitalet-près-l'Andorre;4;76;94;0,00 %;0,00 %;0,00 %;100,00 %
09140;Ignaux;3;76;104;0,00 %;0,00 %;66,27 %;33,73 %
09141;Illartein;3;76;83;0,00 %;0,00 %;85,73 %;14,27 %
09142;Ilhat;4;76;122;0,00 %;0,00 %;0,00 %;100,00 %
09143;Illier-et-Laramade;4;76;21;0,00 %;0,00 %;0,00 %;100,00 %
09145;Les Issards;4;76;252;0,00 %;0,00 %;1,58 %;98,42 %
09146;Justiniac;4;76;51;0,00 %;0,00 %;0,00 %;100,00 %
09147;Labatut;3;76;136;0,00 %;0,00 %;93,20 %;6,80 %
09148;Lacave;3;76;122;0,00 %;0,00 %;93,53 %;6,47 %
09149;Lacourt;4;76;198;0,00 %;0,00 %;0,00 %;100,00 %
09150;Lagarde;4;76;184;0,00 %;0,00 %;0,00 %;100,00 %
09151;Lanoux;4;76;51;0,00 %;0,00 %;0,00 %;100,00 %
09152;Lapège;3;76;27;0,00 %;0,00 %;87,76 %;12,24 %
09153;Lapenne;4;76;113;0,00 %;0,00 %;0,00 %;100,00 %
09154;Larbont;4;76;40;0,00 %;0,00 %;0,00 %;100,00 %
09155;Larcat;3;76;39;0,00 %;0,00 %;78,38 %;21,62 %
09156;Larnat;4;76;20;0,00 %;0,00 %;0,00 %;100,00 %
09157;Laroque-d'Olmes;3;76;2 720;0,00 %;0,00 %;99,39 %;0,61 %
09158;Lasserre;4;76;205;0,00 %;0,00 %;0,00 %;100,00 %
09159;Lassur;4;76;62;0,00 %;0,00 %;0,00 %;100,00 %
09160;Lavelanet;2;76;6 525;0,00 %;85,52 %;13,15 %;1,33 %
09161;Léran;3;76;596;0,00 %;0,00 %;93,36 %;6,64 %
09162;Lercoul;4;76;23;0,00 %;0,00 %;0,00 %;100,00 %
09163;Lescousse;4;76;81;0,00 %;0,00 %;0,00 %;100,00 %
09164;Lescure;3;76;507;0,00 %;0,00 %;59,03 %;40,97 %
09165;Lesparrou;4;76;238;0,00 %;0,00 %;5,74 %;94,26 %
09166;Leychert;4;76;106;0,00 %;0,00 %;0,00 %;100,00 %
09167;Lézat-sur-Lèze;3;76;2 343;0,00 %;0,00 %;83,23 %;16,77 %
09168;Lieurac;4;76;158;0,00 %;0,00 %;0,00 %;100,00 %
09169;Limbrassac;4;76;108;0,00 %;0,00 %;0,00 %;100,00 %
09170;Lissac;3;76;208;0,00 %;0,00 %;97,37 %;2,63 %
09171;Lordat;3;76;38;0,00 %;0,00 %;93,33 %;6,67 %
09172;Loubaut;4;76;31;0,00 %;0,00 %;0,00 %;100,00 %
09173;Loubens;4;76;254;0,00 %;0,00 %;0,00 %;100,00 %
09174;Loubières;3;76;227;0,00 %;0,00 %;97,83 %;2,17 %
09175;Ludiès;3;76;75;0,00 %;0,00 %;100,00 %;0,00 %
09176;Luzenac;3;76;551;0,00 %;0,00 %;95,93 %;4,07 %
09177;Madière;4;76;214;0,00 %;0,00 %;0,00 %;100,00 %
09178;Malegoude;4;76;48;0,00 %;0,00 %;0,00 %;100,00 %
09179;Malléon;4;76;48;0,00 %;0,00 %;0,00 %;100,00 %
09180;Manses;4;76;124;0,00 %;0,00 %;0,00 %;100,00 %
09181;Le Mas-d'Azil;3;76;1 215;0,00 %;0,00 %;69,22 %;30,78 %
09182;Massat;3;76;693;0,00 %;0,00 %;66,16 %;33,84 %
09183;Mauvezin-de-Prat;3;76;89;0,00 %;0,00 %;97,02 %;2,98 %
09184;Mauvezin-de-Sainte-Croix;4;76;42;0,00 %;0,00 %;0,00 %;100,00 %
09185;Mazères;3;76;3 707;0,00 %;0,00 %;90,91 %;9,09 %
09186;Méras;4;76;97;0,00 %;0,00 %;0,00 %;100,00 %
09187;Mercenac;3;76;374;0,00 %;0,00 %;75,22 %;24,78 %
09188;Mercus-Garrabet;3;76;1 150;0,00 %;0,00 %;93,37 %;6,63 %
09189;Mérens-les-Vals;4;76;185;0,00 %;0,00 %;0,00 %;100,00 %
09190;Mérigon;4;76;117;0,00 %;0,00 %;0,00 %;100,00 %
09192;Miglos;4;76;111;0,00 %;0,00 %;0,00 %;100,00 %
09193;Mijanès;4;76;91;0,00 %;0,00 %;0,00 %;100,00 %
09194;Mirepoix;3;76;3 137;0,00 %;0,00 %;91,49 %;8,51 %
09195;Monesple;4;76;25;0,00 %;0,00 %;0,00 %;100,00 %
09196;Montagagne;4;76;49;0,00 %;0,00 %;0,00 %;100,00 %
09197;Montaillou;4;76;32;0,00 %;0,00 %;0,00 %;100,00 %
09198;Montardit;4;76;201;0,00 %;0,00 %;0,00 %;100,00 %
09199;Montaut;3;76;684;0,00 %;0,00 %;59,09 %;40,91 %
09200;Montbel;4;76;114;0,00 %;0,00 %;10,69 %;89,31 %
09201;Montégut-en-Couserans;3;76;69;0,00 %;0,00 %;83,83 %;16,17 %
09202;Montégut-Plantaurel;4;76;327;0,00 %;0,00 %;0,00 %;100,00 %
09203;Montels;4;76;161;0,00 %;0,00 %;0,00 %;100,00 %
09204;Montesquieu-Avantès;4;76;250;0,00 %;0,00 %;26,08 %;73,92 %
09205;Montfa;4;76;81;0,00 %;0,00 %;0,00 %;100,00 %
09206;Montferrier;3;76;638;0,00 %;0,00 %;78,63 %;21,37 %
09207;Montgaillard;2;76;1 372;0,00 %;94,19 %;1,64 %;4,17 %
09208;Montgauch;4;76;120;0,00 %;0,00 %;0,00 %;100,00 %
09209;Montjoie-en-Couserans;3;76;1 047;0,00 %;0,00 %;64,20 %;35,80 %
09210;Montoulieu;3;76;357;0,00 %;0,00 %;95,17 %;4,83 %
09211;Montségur;4;76;116;0,00 %;0,00 %;0,00 %;100,00 %
09212;Montseron;4;76;82;0,00 %;0,00 %;0,00 %;100,00 %
09213;Moulin-Neuf;3;76;210;0,00 %;0,00 %;84,66 %;15,34 %
09214;Moulis;3;76;789;0,00 %;0,00 %;80,29 %;19,71 %
09215;Nalzen;4;76;123;0,00 %;0,00 %;0,00 %;100,00 %
09216;Nescus;4;76;73;0,00 %;0,00 %;0,00 %;100,00 %
09217;Niaux;3;76;195;0,00 %;0,00 %;97,54 %;2,46 %
09218;Orgeix;4;76;88;0,00 %;0,00 %;0,00 %;100,00 %
09219;Orgibet;4;76;165;0,00 %;0,00 %;0,00 %;100,00 %
09220;Orlu;4;76;190;0,00 %;0,00 %;0,00 %;100,00 %
09221;Ornolac-Ussat-les-Bains;3;76;257;0,00 %;0,00 %;92,61 %;7,39 %
09222;Orus;4;76;28;0,00 %;0,00 %;0,00 %;100,00 %
09223;Oust;3;76;554;0,00 %;0,00 %;77,56 %;22,44 %
09224;Pailhès;4;76;396;0,00 %;0,00 %;0,00 %;100,00 %
09225;Pamiers;2;76;15 372;0,00 %;93,37 %;4,93 %;1,71 %
09226;Pech;3;76;46;0,00 %;0,00 %;100,00 %;0,00 %
09227;Péreille;3;76;193;0,00 %;48,67 %;21,01 %;30,32 %
09228;Perles-et-Castelet;4;76;204;0,00 %;0,00 %;0,00 %;100,00 %
09229;Le Peyrat;3;76;479;0,00 %;0,00 %;99,56 %;0,44 %
09230;Le Pla;4;76;46;0,00 %;0,00 %;0,00 %;100,00 %
09231;Le Port;4;76;208;0,00 %;0,00 %;0,00 %;100,00 %
09232;Prades;4;76;47;0,00 %;0,00 %;0,00 %;100,00 %
09233;Pradettes;4;76;41;0,00 %;0,00 %;0,00 %;100,00 %
09234;Pradières;4;76;111;0,00 %;0,00 %;0,00 %;100,00 %
09235;Prat-Bonrepaux;3;76;834;0,00 %;0,00 %;96,96 %;3,04 %
09236;Prayols;3;76;361;0,00 %;42,09 %;55,21 %;2,70 %
09237;Le Puch;4;76;37;0,00 %;0,00 %;0,00 %;100,00 %
09238;Les Pujols;3;76;700;0,00 %;0,00 %;88,72 %;11,28 %
09239;Quérigut;4;76;141;0,00 %;0,00 %;0,00 %;100,00 %
09240;Quié;3;76;293;0,00 %;0,00 %;100,00 %;0,00 %
09241;Rabat-les-Trois-Seigneurs;3;76;323;0,00 %;0,00 %;72,57 %;27,43 %
09242;Raissac;4;76;39;0,00 %;0,00 %;0,00 %;100,00 %
09243;Régat;3;76;83;0,00 %;0,00 %;86,05 %;13,95 %
09244;Rieucros;3;76;620;0,00 %;0,00 %;97,62 %;2,38 %
09245;Rieux-de-Pelleport;2;76;1 248;0,00 %;94,81 %;3,05 %;2,14 %
09246;Rimont;3;76;584;0,00 %;0,00 %;68,73 %;31,27 %
09247;Rivèrenert;4;76;188;0,00 %;0,00 %;0,00 %;100,00 %
09249;Roquefixade;4;76;153;0,00 %;0,00 %;0,00 %;100,00 %
09250;Roquefort-les-Cascades;4;76;97;0,00 %;0,00 %;0,00 %;100,00 %
09251;Roumengoux;3;76;154;0,00 %;0,00 %;88,66 %;11,34 %
09252;Rouze;4;76;91;0,00 %;0,00 %;0,00 %;100,00 %
09253;Sabarat;4;76;360;0,00 %;0,00 %;0,00 %;100,00 %
09254;Saint-Amadou;3;76;231;0,00 %;0,00 %;98,81 %;1,19 %
09255;Saint-Amans;4;76;44;0,00 %;0,00 %;0,00 %;100,00 %
09256;Saint-Bauzeil;4;76;64;0,00 %;0,00 %;0,00 %;100,00 %
09257;Sainte-Croix-Volvestre;3;76;650;0,00 %;0,00 %;69,05 %;30,95 %
09258;Saint-Félix-de-Rieutord;3;76;435;0,00 %;0,00 %;96,03 %;3,97 %
09259;Saint-Félix-de-Tournegat;4;76;144;0,00 %;0,00 %;0,00 %;100,00 %
09260;Sainte-Foi;4;76;27;0,00 %;0,00 %;0,00 %;100,00 %
09261;Saint-Girons;2;76;6 500;0,00 %;92,54 %;6,25 %;1,20 %
09262;Saint-Jean-d'Aigues-Vives;3;76;403;0,00 %;38,98 %;52,42 %;8,60 %
09263;Saint-Jean-du-Castillonnais;4;76;29;0,00 %;0,00 %;0,00 %;100,00 %
09264;Saint-Jean-de-Verges;3;76;1 145;0,00 %;0,18 %;95,49 %;4,33 %
09265;Saint-Jean-du-Falga;2;76;2 719;0,00 %;92,24 %;7,72 %;0,04 %
09266;Saint-Julien-de-Gras-Capou;4;76;62;0,00 %;0,00 %;0,00 %;100,00 %
09267;Saint-Lary;4;76;148;0,00 %;0,00 %;0,00 %;100,00 %
09268;Saint-Lizier;2;76;1 453;0,00 %;61,75 %;34,57 %;3,67 %
09269;Saint-Martin-de-Caralp;3;76;359;0,00 %;0,00 %;91,93 %;8,07 %
09270;Saint-Martin-d'Oydes;4;76;261;0,00 %;0,00 %;0,00 %;100,00 %
09271;Saint-Michel;4;76;73;0,00 %;0,00 %;0,00 %;100,00 %
09272;Saint-Paul-de-Jarrat;3;76;1 260;0,00 %;68,20 %;24,39 %;7,41 %
09273;Saint-Pierre-de-Rivière;3;76;692;0,00 %;0,00 %;100,00 %;0,00 %
09274;Saint-Quentin-la-Tour;4;76;327;0,00 %;0,00 %;0,00 %;100,00 %
09275;Saint-Quirc;3;76;374;0,00 %;0,00 %;96,51 %;3,49 %
09276;Saint-Victor-Rouzaud;4;76;237;0,00 %;0,00 %;0,00 %;100,00 %
09277;Saint-Ybars;3;76;665;0,00 %;0,00 %;58,19 %;41,81 %
09279;Salsein;4;76;45;0,00 %;0,00 %;0,00 %;100,00 %
09280;Saurat;3;76;645;0,00 %;0,00 %;81,71 %;18,29 %
09281;Sautel;4;76;129;0,00 %;0,00 %;0,00 %;100,00 %
09282;Saverdun;3;76;4 528;0,00 %;0,00 %;88,40 %;11,60 %
09283;Savignac-les-Ormeaux;3;76;423;0,00 %;0,00 %;96,62 %;3,38 %
09284;Ségura;4;76;173;0,00 %;0,00 %;0,00 %;100,00 %
09285;Seix;3;76;790;0,00 %;0,00 %;77,40 %;22,60 %
09286;Sem;4;76;27;0,00 %;0,00 %;0,00 %;100,00 %
09287;Senconac;4;76;8;0,00 %;0,00 %;0,00 %;100,00 %
09289;Lorp-Sentaraille;2;76;1 324;0,00 %;57,24 %;42,53 %;0,24 %
09290;Sentein;4;76;150;0,00 %;0,00 %;0,00 %;100,00 %
09291;Sentenac-d'Oust;4;76;93;0,00 %;0,00 %;0,00 %;100,00 %
09292;Sentenac-de-Sérou;4;76;36;0,00 %;0,00 %;0,00 %;100,00 %
09293;Serres-sur-Arget;3;76;787;0,00 %;0,00 %;85,58 %;14,42 %
09294;Sieuras;4;76;73;0,00 %;0,00 %;0,00 %;100,00 %
09295;Siguer;4;76;99;0,00 %;0,00 %;0,00 %;100,00 %
09296;Sinsat;4;76;104;0,00 %;0,00 %;0,00 %;100,00 %
09297;Sor;4;76;35;0,00 %;0,00 %;0,00 %;100,00 %
09298;Sorgeat;3;76;95;0,00 %;0,00 %;98,79 %;1,21 %
09299;Soueix-Rogalle;3;76;406;0,00 %;0,00 %;90,37 %;9,63 %
09300;Soula;4;76;206;0,00 %;0,00 %;0,00 %;100,00 %
09301;Soulan;3;76;352;0,00 %;0,00 %;86,42 %;13,58 %
09302;Suc-et-Sentenac;3;76;55;0,00 %;0,00 %;53,85 %;46,15 %
09303;Surba;3;76;352;0,00 %;0,00 %;100,00 %;0,00 %
09304;Suzan;4;76;23;0,00 %;0,00 %;0,00 %;100,00 %
09305;Tabre;3;76;348;0,00 %;0,00 %;100,00 %;0,00 %
09306;Tarascon-sur-Ariège;3;76;3 468;0,00 %;0,00 %;99,79 %;0,21 %
09307;Taurignan-Castet;3;76;167;0,00 %;0,00 %;62,80 %;37,20 %
09308;Taurignan-Vieux;3;76;217;0,00 %;0,00 %;83,12 %;16,88 %
09309;Teilhet;4;76;172;0,00 %;0,00 %;0,23 %;99,77 %
09310;Thouars-sur-Arize;4;76;53;0,00 %;0,00 %;4,08 %;95,92 %
09311;Tignac;4;76;19;0,00 %;0,00 %;0,00 %;100,00 %
09312;La Tour-du-Crieu;2;76;2 671;0,00 %;73,73 %;18,20 %;8,06 %
09313;Tourtouse;4;76;156;0,00 %;0,00 %;0,00 %;100,00 %
09314;Tourtrol;3;76;243;0,00 %;0,00 %;97,07 %;2,93 %
09315;Trémoulet;4;76;101;0,00 %;0,00 %;0,00 %;100,00 %
09316;Troye-d'Ariège;4;76;95;0,00 %;0,00 %;0,00 %;100,00 %
09318;Unac;3;76;121;0,00 %;0,00 %;100,00 %;0,00 %
09319;Unzent;4;76;123;0,00 %;0,00 %;0,00 %;100,00 %
09320;Urs;4;76;46;0,00 %;0,00 %;0,00 %;100,00 %
09321;Ussat;3;76;325;0,00 %;0,00 %;98,22 %;1,78 %
09322;Ustou;4;76;334;0,00 %;0,00 %;0,00 %;100,00 %
09323;Vals;4;76;91;0,00 %;0,00 %;0,00 %;100,00 %
09324;Varilhes;2;76;3 036;0,00 %;66,69 %;32,76 %;0,54 %
09325;Vaychis;4;76;31;0,00 %;0,00 %;0,00 %;100,00 %
09326;Vèbre;4;76;134;0,00 %;0,00 %;0,00 %;100,00 %
09327;Ventenac;4;76;226;0,00 %;0,00 %;0,00 %;100,00 %
09328;Verdun;3;76;231;0,00 %;0,00 %;100,00 %;0,00 %
09329;Vernajoul;2;76;691;0,00 %;84,79 %;7,71 %;7,51 %
09330;Vernaux;3;76;33;0,00 %;0,00 %;89,56 %;10,44 %
09331;Le Vernet;3;76;648;0,00 %;0,00 %;92,26 %;7,74 %
09332;Verniolle;2;76;2 317;0,00 %;88,09 %;8,41 %;3,50 %
09334;Vicdessos;3;76;556;0,00 %;0,00 %;98,65 %;1,35 %
09335;Villeneuve;3;76;42;0,00 %;0,00 %;97,73 %;2,27 %
09336;Villeneuve-d'Olmes;2;76;1 125;0,00 %;94,68 %;3,72 %;1,60 %
09338;Villeneuve-du-Latou;4;76;132;0,00 %;0,00 %;0,00 %;100,00 %
09339;Villeneuve-du-Paréage;3;76;669;0,00 %;0,00 %;91,01 %;8,99 %
09340;Vira;4;76;172;0,00 %;0,00 %;0,00 %;100,00 %
09341;Viviès;3;76;129;0,00 %;0,00 %;91,04 %;8,96 %
09342;Sainte-Suzanne;4;76;252;0,00 %;0,00 %;48,28 %;51,72 %
10002;Ailleville;4;44;276;0,00 %;0,00 %;0,23 %;99,77 %
10003;Aix-Villemaur-Pâlis;3;44;3 555;0,00 %;0,00 %;91,90 %;8,10 %
10004;Allibaudières;4;44;268;0,00 %;0,00 %;0,00 %;100,00 %
10005;Amance;4;44;275;0,00 %;0,00 %;0,00 %;100,00 %
10006;Arcis-sur-Aube;3;44;3 011;0,00 %;0,00 %;99,89 %;0,11 %
10007;Arconville;4;44;113;0,00 %;0,00 %;0,00 %;100,00 %
10008;Argançon;4;44;100;0,00 %;0,00 %;0,00 %;100,00 %
10009;Arrelles;4;44;87;0,00 %;0,00 %;0,00 %;100,00 %
10010;Arrembécourt;4;44;46;0,00 %;0,00 %;0,00 %;100,00 %
10011;Arrentières;4;44;214;0,00 %;0,00 %;0,00 %;100,00 %
10012;Arsonval;3;44;341;0,00 %;0,00 %;99,70 %;0,30 %
10013;Assenay;3;44;151;0,00 %;0,00 %;100,00 %;0,00 %
10014;Assencières;4;44;201;0,00 %;0,00 %;0,00 %;100,00 %
10015;Aubeterre;4;44;254;0,00 %;0,00 %;0,77 %;99,23 %
10017;Aulnay;4;44;126;0,00 %;0,00 %;0,00 %;100,00 %
10018;Auxon;3;44;965;0,00 %;0,00 %;78,36 %;21,64 %
10019;Val-d'Auzon;4;44;403;0,00 %;0,00 %;0,00 %;100,00 %
10020;Avant-lès-Marcilly;3;44;499;0,00 %;0,00 %;58,33 %;41,67 %
10021;Avant-lès-Ramerupt;4;44;149;0,00 %;0,00 %;0,00 %;100,00 %
10022;Avirey-Lingey;4;44;220;0,00 %;0,00 %;0,00 %;100,00 %
10023;Avon-la-Pèze;4;44;188;0,00 %;0,00 %;0,00 %;100,00 %
10024;Avreuil;4;44;160;0,00 %;0,00 %;0,00 %;100,00 %
10025;Bagneux-la-Fosse;4;44;175;0,00 %;0,00 %;0,00 %;100,00 %
10026;Bailly-le-Franc;4;44;28;0,00 %;0,00 %;0,00 %;100,00 %
10027;Balignicourt;4;44;77;0,00 %;0,00 %;0,00 %;100,00 %
10028;Balnot-la-Grange;4;44;139;0,00 %;0,00 %;0,00 %;100,00 %
10029;Balnot-sur-Laignes;4;44;159;0,00 %;0,00 %;0,00 %;100,00 %
10030;Barberey-Saint-Sulpice;2;44;1 220;0,00 %;76,59 %;21,84 %;1,57 %
10031;Barbuise;4;44;416;0,00 %;0,00 %;0,00 %;100,00 %
10032;Baroville;3;44;342;0,00 %;0,00 %;96,08 %;3,92 %
10033;Bar-sur-Aube;3;44;5 259;0,00 %;0,00 %;99,49 %;0,51 %
10034;Bar-sur-Seine;3;44;3 233;0,00 %;0,00 %;96,25 %;3,75 %
10035;Bayel;3;44;854;0,00 %;0,00 %;96,48 %;3,52 %
10037;Bercenay-en-Othe;3;44;437;0,00 %;0,00 %;99,77 %;0,23 %
10038;Bercenay-le-Hayer;4;44;144;0,00 %;0,00 %;0,00 %;100,00 %
10039;Bergères;4;44;125;0,00 %;0,00 %;0,00 %;100,00 %
10040;Bernon;4;44;196;0,00 %;0,00 %;0,00 %;100,00 %
10041;Bertignolles;4;44;67;0,00 %;0,00 %;0,00 %;100,00 %
10042;Bérulle;4;44;264;0,00 %;0,00 %;0,00 %;100,00 %
10043;Bessy;3;44;130;0,00 %;0,00 %;85,06 %;14,94 %
10044;Bétignicourt;4;44;30;0,00 %;0,00 %;0,00 %;100,00 %
10045;Beurey;4;44;189;0,00 %;0,00 %;0,00 %;100,00 %
10046;Blaincourt-sur-Aube;4;44;96;0,00 %;0,00 %;0,00 %;100,00 %
10047;Blignicourt;4;44;42;0,00 %;0,00 %;0,00 %;100,00 %
10048;Bligny;4;44;194;0,00 %;0,00 %;0,00 %;100,00 %
10049;Les Bordes-Aumont;3;44;540;0,00 %;0,00 %;96,05 %;3,95 %
10050;Bossancourt;4;44;198;0,00 %;0,00 %;0,00 %;100,00 %
10051;Bouilly;3;44;1 060;0,00 %;0,00 %;100,00 %;0,00 %
10052;Boulages;4;44;239;0,00 %;0,00 %;0,00 %;100,00 %
10053;Bouranton;3;44;515;0,00 %;0,00 %;97,09 %;2,91 %
10054;Bourdenay;4;44;110;0,00 %;0,00 %;0,00 %;100,00 %
10055;Bourguignons;3;44;276;0,00 %;0,00 %;85,01 %;14,99 %
10056;Bouy-Luxembourg;4;44;207;0,00 %;0,00 %;0,00 %;100,00 %
10057;Bouy-sur-Orvin;4;44;57;0,00 %;0,00 %;0,00 %;100,00 %
10058;Bragelogne-Beauvoir;4;44;263;0,00 %;0,00 %;0,00 %;100,00 %
10059;Braux;4;44;111;0,00 %;0,00 %;0,00 %;100,00 %
10060;Bréviandes;2;44;2 284;15,60 %;75,41 %;8,51 %;0,49 %
10061;Brévonnes;3;44;708;0,00 %;0,00 %;94,32 %;5,68 %
10062;Briel-sur-Barse;4;44;210;0,00 %;0,00 %;0,00 %;100,00 %
10063;Brienne-la-Vieille;3;44;451;0,00 %;0,00 %;99,11 %;0,89 %
10064;Brienne-le-Château;3;44;3 060;0,00 %;0,00 %;98,04 %;1,96 %
10065;Brillecourt;4;44;92;0,00 %;0,00 %;0,00 %;100,00 %
10066;Bucey-en-Othe;3;44;445;0,00 %;0,00 %;97,02 %;2,98 %
10067;Buchères;2;44;1 395;0,00 %;92,71 %;6,19 %;1,10 %
10068;Buxeuil;3;44;141;0,00 %;0,00 %;95,21 %;4,79 %
10069;Buxières-sur-Arce;4;44;157;0,00 %;0,00 %;0,00 %;100,00 %
10070;Celles-sur-Ource;3;44;487;0,00 %;0,00 %;99,60 %;0,40 %
10071;Chacenay;4;44;62;0,00 %;0,00 %;0,00 %;100,00 %
10072;La Chaise;4;44;37;0,00 %;0,00 %;0,00 %;100,00 %
10073;Chalette-sur-Voire;4;44;143;0,00 %;0,00 %;0,00 %;100,00 %
10074;Chamoy;3;44;482;0,00 %;0,00 %;90,82 %;9,18 %
10075;Champfleury;4;44;146;0,00 %;0,00 %;0,00 %;100,00 %
10076;Champignol-lez-Mondeville;3;44;336;0,00 %;0,00 %;99,69 %;0,31 %
10077;Champigny-sur-Aube;4;44;88;0,00 %;0,00 %;0,00 %;100,00 %
10078;Champ-sur-Barse;4;44;32;0,00 %;0,00 %;0,00 %;100,00 %
10079;Channes;4;44;123;0,00 %;0,00 %;0,00 %;100,00 %
10080;Chaource;3;44;1 102;0,00 %;0,00 %;90,33 %;9,67 %
10081;La Chapelle-Saint-Luc;1;44;13 228;79,04 %;19,64 %;1,25 %;0,07 %
10082;Chapelle-Vallon;4;44;225;0,00 %;0,00 %;0,00 %;100,00 %
10083;Chappes;3;44;297;0,00 %;0,00 %;99,57 %;0,43 %
10084;Charmont-sous-Barbuise;3;44;1 027;0,00 %;0,00 %;98,62 %;1,38 %
10085;Charmoy;4;44;67;0,00 %;0,00 %;0,00 %;100,00 %
10086;Charny-le-Bachot;4;44;212;0,00 %;0,00 %;0,00 %;100,00 %
10087;Chaserey;4;44;51;0,00 %;0,00 %;0,00 %;100,00 %
10089;Châtres;3;44;644;0,00 %;0,00 %;99,14 %;0,86 %
10090;Chauchigny;4;44;254;0,00 %;0,00 %;0,00 %;100,00 %
10091;Chaudrey;4;44;153;0,00 %;0,00 %;0,00 %;100,00 %
10092;Chauffour-lès-Bailly;4;44;124;0,00 %;0,00 %;0,00 %;100,00 %
10093;Chaumesnil;4;44;88;0,00 %;0,00 %;0,00 %;100,00 %
10094;Chavanges;3;44;667;0,00 %;0,00 %;82,70 %;17,30 %
10095;Le Chêne;4;44;272;0,00 %;0,00 %;0,00 %;100,00 %
10096;Chennegy;3;44;451;0,00 %;0,00 %;81,38 %;18,62 %
10097;Chervey;4;44;184;0,00 %;0,00 %;0,00 %;100,00 %
10098;Chesley;4;44;338;0,00 %;0,00 %;0,00 %;100,00 %
10099;Chessy-les-Prés;3;44;527;0,00 %;0,00 %;68,87 %;31,13 %
10100;Clérey;3;44;1 119;0,00 %;0,00 %;95,99 %;4,01 %
10101;Coclois;4;44;189;0,00 %;0,00 %;0,00 %;100,00 %
10102;Colombé-la-Fosse;3;44;211;0,00 %;0,00 %;100,00 %;0,00 %
10103;Colombé-le-Sec;3;44;139;0,00 %;0,00 %;98,67 %;1,33 %
10104;Cormost;4;44;292;0,00 %;0,00 %;0,00 %;100,00 %
10105;Courcelles-sur-Voire;4;44;34;0,00 %;0,00 %;0,00 %;100,00 %
10106;Courceroy;4;44;119;0,00 %;0,00 %;0,00 %;100,00 %
10107;Coursan-en-Othe;4;44;99;0,00 %;0,00 %;0,00 %;100,00 %
10108;Courtaoult;4;44;83;0,00 %;0,00 %;0,00 %;100,00 %
10109;Courtenot;3;44;227;0,00 %;0,00 %;99,21 %;0,79 %
10110;Courteranges;3;44;585;0,00 %;0,00 %;95,70 %;4,30 %
10111;Courteron;4;44;118;0,00 %;0,00 %;0,00 %;100,00 %
10112;Coussegrey;4;44;159;0,00 %;0,00 %;0,00 %;100,00 %
10113;Couvignon;4;44;224;0,00 %;0,00 %;0,00 %;100,00 %
10114;Crancey;3;44;819;0,00 %;0,00 %;99,74 %;0,26 %
10115;Creney-près-Troyes;2;44;1 610;0,00 %;90,32 %;8,41 %;1,27 %
10116;Crésantignes;3;44;285;0,00 %;0,00 %;96,59 %;3,41 %
10117;Crespy-le-Neuf;4;44;146;0,00 %;0,00 %;0,00 %;100,00 %
10118;Les Croûtes;4;44;98;0,00 %;0,00 %;0,00 %;100,00 %
10119;Cunfin;4;44;211;0,00 %;0,00 %;0,00 %;100,00 %
10120;Cussangy;4;44;210;0,00 %;0,00 %;0,00 %;100,00 %
10121;Dampierre;3;44;292;0,00 %;0,00 %;99,12 %;0,88 %
10122;Davrey;3;44;267;0,00 %;0,00 %;89,46 %;10,54 %
10123;Dienville;3;44;849;0,00 %;0,00 %;99,84 %;0,16 %
10124;Dierrey-Saint-Julien;4;44;258;0,00 %;0,00 %;0,00 %;100,00 %
10125;Dierrey-Saint-Pierre;4;44;220;0,00 %;0,00 %;0,00 %;100,00 %
