REG;LIBREG;DEP;LIBDEP;EPCI;LIBEPCI;DROIT;DEPCOM;CODEPOSTAL;LIBCOM;NUMVOIE;INDREP;TYPVOIE;NOMVOIE;NUMAPPT;NUMBOITE;ESC;COULOIR;ETAGE;COMPLIDENT;ENTREE;BAT;IMMEU;COMPLGEO;LIEUDIT;QPV;TYPECONST;NBPIECE;SURFHAB;CONSTRUCT;LOCAT;PATRIMOINE;ORIGINE;FINAN;FINANAUTRE;CONV;NUMCONV;DATCONV;NEWLOGT;CUS;DPEDATE;DPEENERGIE;DPESERRE;SRU_EXPIR;SRU_ALINEA;CODSEGPATRIM;LIBSEGPATRIM
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0044;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0001;;;;;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0002;;;;;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0003;;;;1;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0004;;;;1;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0005;;;;2;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0006;;;;2;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0007;;;;3;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0008;;;;3;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0009;;;;4;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0010;;;;4;Bat.B;;;0016-B-01;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0011;;;;;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0012;;;;;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;5;89;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0013;;;;1;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0014;;;;1;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;5;89;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0015;;;;2;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0016;;;;2;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;5;89;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0017;;;;3;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0018;;;;3;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;5;89;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0019;;;;4;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;4;77;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0020;;;;4;Bat.B;;;0016-B-02;MIRZA COLLECTIF ( B,C);;1;C;5;89;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0021;;;;;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;3;66;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0022;;;;;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0023;;;;1;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;3;66;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0024;;;;1;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0025;;;;2;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;3;66;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0026;;;;2;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0027;;;;3;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;3;66;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0028;;;;3;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;4;76;1960;1960;1960;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;BOULEVARD JUBELIN;0029;;;;4;Bat.B;;;0016-B-03;MIRZA COLLECTIF ( B,C);;1;C;3;66;1960;1960;1960;1;10;;2;;;;;;;;;3;;
