REG;LIBREG;DEP;LIBDEP;EPCI;LIBEPCI;DROIT;DEPCOM;CODEPOSTAL;LIBCOM;NUMVOIE;INDREP;TYPVOIE;NOMVOIE;NUMAPPT;NUMBOITE;ESC;COULOIR;ETAGE;COMPLIDENT;ENTREE;BAT;IMMEU;COMPLGEO;LIEUDIT;QPV;TYPECONST;NBPIECE;SURFHAB;CONSTRUCT;LOCAT;PATRIMOINE;ORIGINE;FINAN;FINANAUTRE;CONV;NUMCONV;DATCONV;NEWLOGT;CUS;DPEDATE;DPEENERGIE;DPESERRE;SRU_EXPIR;SRU_ALINEA;CODSEGPATRIM;LIBSEGPATRIM
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0001;;;;1;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;2;42;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0002;;;;1;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;2;39;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0005;;;;1;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;2;64;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0006;;;;2;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;2;42;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0007;;;;2;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;2;39;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0008;;;;2;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;1;31;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0009;;;;2;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;2;66;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;PLACE VICTOR SCHOELCHER;0010;;;;2;;;;0011-01-01;VICTOR HUGO (SCHOELCHER);;1;C;2;64;1959;1959;1959;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0001;;;;1;Bat.A;;;0012-A-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0002;;;;1;Bat.A;;;0012-A-01;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0003;;;;2;Bat.A;;;0012-A-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0004;;;;2;Bat.A;;;0012-A-01;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0005;;;;3;Bat.A;;;0012-A-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0007;;;;4;Bat.A;;;0012-A-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0008;;;;4;Bat.A;;;0012-A-01;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0009;;;;1;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0010;;;;1;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;6;109;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0011;;;;2;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0012;;;;2;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;6;109;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0013;;;;3;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0014;;;;3;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;6;109;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0015;;;;4;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0016;;;;4;Bat.A;;;0012-A-02;REBARD COLLECTIF;;2;C;6;109;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0017;;;;1;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0018;;;;1;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0019;;;;2;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0020;;;;2;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0021;;;;3;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0022;;;;3;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0023;;;;4;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0024;;;;4;Bat.B;;;0012-B-01;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0025;;;;1;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0026;;;;1;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0027;;;;2;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0028;;;;2;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0029;;;;3;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0030;;;;3;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0031;;;;4;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;4;82;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;0032;;;;4;Bat.B;;;0012-B-02;REBARD COLLECTIF;;2;C;3;61;1960;1965;1965;1;13;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;AVENUE GUSTAVE CHARLERY;VI21;;;;;;;;0013-9999-9999;REBARD INDIVIDUEL;;2;I;6;149;1960;1965;1965;1;49;Divers Fonds Propres;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE BARBADINE;0006;;;;;;;;0014-02-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE BARBADINE;9;;;;;;;;0014-02-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE BARBADINE;0010;;;;;;;;0014-02-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE BARBADINE;0011;;;;;;;;0014-02-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE ARIBA;0014;;;;;;;;0014-03-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE ARIBA;0015;;;;;;;;0014-03-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE ARIBA;0016;;;;;;;;0014-03-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE ARIBA;0017;;;;;;;;0014-03-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE ARIBA;0018;;;;;;;;0014-03-9999;MIRZA INDIVIDUEL;;1;I;4;54;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE ARIBA;0019;;;;;;;;0014-03-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0020;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0021;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0022;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0023;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0024;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0025;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0026;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0027;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0028;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0029;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0030;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0031;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0032;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0033;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;IMPASSE DE LA CRECHE;0034;;;;;;;;0014-04-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0035;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0036;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0037;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0038;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0039;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0040;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0041;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0042;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
03;;973;;249730045;CA du Centre Littoral;1;97302;97300;CAYENNE;;;;RUE DES MANGUES;0043;;;;;;;;0014-01-9999;MIRZA INDIVIDUEL;;1;I;4;96;1960;1969;1969;1;10;;2;;;;;;;;;3;;
