REG;LIBREG;DEP;LIBDEP;EPCI;LIBEPCI;DROIT;DEPCOM;CODEPOSTAL;LIBCOM;NUMVOIE;INDREP;TYPVOIE;NOMVOIE;NUMAPPT;NUMBOITE;ESC;COULOIR;ETAGE;COMPLIDENT;ENTREE;BAT;IMMEU;COMPLGEO;LIEUDIT;QPV;TYPECONST;NBPIECE;SURFHAB;CONSTRUCT;LOCAT;PATRIMOINE;ORIGINE;FINAN;FINANAUTRE;CONV;NUMCONV;DATCONV;NEWLOGT;CUS;DPEDATE;DPEENERGIE;DPESERRE;SRU_EXPIR;SRU_ALINEA;CODSEGPATRIM;LIBSEGPATRIM
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B14;;;;;;;;Residence Ylang;;;2;C;3;86;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A25;;;;;;;;Residence Ylang;;;2;C;3;83;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A301;;;;;;;;R?sidence G?mini;;;1;C;3;73;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A108;;;;;;;;R?sidence G?mini;;;1;C;4;93;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B11;;;;;;;;R?sidence APOLLO;;;1;C;3;78;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A34;;;;;;;;R?sidence APOLLO;;;1;C;3;73;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A01;;;;;;;;Doujani Ecole;;;1;C;3;74;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B34;;;;;;;;R?sidence APOLLO;;;1;C;4;80;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B33;;;;;;;;R?sidence APOLLO;;;1;C;5;110;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B02;;;;;;;;Residence Ylang;;;2;C;2;55;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B36;;;;;;;;Residence Ylang;;;2;C;4;99;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A105;;;;;;;;R?sidence G?mini;;;1;C;3;80;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97615;97615;PAMANDZI;;;;;0B21;;;;;;;;Pegase;;;2;C;3;86;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A104;;;;;;;;R?sidence G?mini;;;1;C;2;60;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A01;;;;;;;;Porte du lagon 3;;;2;C;2;63;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97605;MAMOUDZOU;;;;;0A12;;;;;;;;Bengalis 2;;;2;C;4;106;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B33;;;;;;;;Porte du lagon 3;;;2;C;2;63;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0C11;;;;;;;;Residence Ylang;;;2;C;5;99;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A04;;;;;;;;Porte du lagon 3;;;2;C;4;98;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A35;;;;;;;;Residence Ylang;;;2;C;3;83;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A02;;;;;;;;Doujani Ecole;;;1;C;3;70;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A201;;;;;;;;R?sidence G?mini;;;1;C;3;73;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B24;;;;;;;;Residence Ylang;;;2;C;3;88;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0006;;;;;;;;Tribunes de Cavani;;;1;C;4;84;2011;2011;2011;4;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A103;;;;;;;;R?sidence G?mini;;;1;C;3;82;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B32;;;;;;;;Residence Ylang;;;2;C;2;55;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0D22;;;;;;;;Badoria;;;2;C;4;103;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0B12;;;;;;;;Badoria;;;2;C;3;84;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97605;MAMOUDZOU;;;;;0A24;;;;;;;;Bengalis 2;;;2;C;4;105;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A21;;;;;;;;Porte du lagon 3;;;2;C;5;100;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0B32;;;;;;;;Badoria;;;2;C;3;84;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0005;;;;;;;;Merveilles de Chine;;;1;C;4;76;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B25;;;;;;;;R?sidence APOLLO;;;1;C;4;89;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B31;;;;;;;;Porte du lagon 3;;;2;C;6;119;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0B22;;;;;;;;Badoria;;;2;C;3;84;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B22;;;;;;;;Residence Ylang;;;2;C;2;55;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0D11;;;;;;;;Badoria;;;2;C;2;61;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B22;;;;;;;;Porte du lagon 3;;;2;C;3;91;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A03;;;;;;;;Porte du lagon 3;;;2;C;2;60;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B23;;;;;;;;Residence Ylang;;;2;C;2;58;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B16;;;;;;;;Residence Ylang;;;2;C;4;99;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0C31;;;;;;;;Residence Ylang;;;2;C;5;99;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0D01;;;;;;;;Badoria;;;2;C;6;149;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0003;;;;;;;;Merveilles de Chine;;;1;C;3;67;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060465;CC du Nord de Mayotte;1;97610;97690;KOUNGOU;;;;;0B11;;;;;;;;KENAPARIS;;;2;C;4;88;2014;2014;2014;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B03;;;;;;;;Residence Ylang;;;2;C;2;59;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B35;;;;;;;;R?sidence APOLLO;;;1;C;5;116;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0C21;;;;;;;;Badoria;;;2;C;4;95;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A204;;;;;;;;R?sidence G?mini;;;1;C;2;53;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A12;;;;;;;;Doujani Ecole;;;1;C;4;86;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A24;;;;;;;;Porte du lagon 3;;;2;C;4;98;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A31;;;;;;;;Porte du lagon 3;;;2;C;5;100;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A22;;;;;;;;R?sidence APOLLO;;;1;C;3;69;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0A21;;;;;;;;Badoria;;;2;C;4;98;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B33;;;;;;;;Residence Ylang;;;2;C;2;59;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B05;;;;;;;;Residence Ylang;;;2;C;3;83;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0001;;;;;;;;Tribunes de Cavani;;;1;C;2;55;2011;2011;2011;4;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A002;;;;;;;;R?sidence G?mini;;;1;C;3;73;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A26;;;;;;;;Porte du lagon 3;;;2;C;2;60;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A208;;;;;;;;R?sidence G?mini;;;1;C;3;82;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A01;;;;;;;;Tribunes de Cavani 2;;;2;C;2;56;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A02;;;;;;;;Porte du lagon 3;;;2;C;2;61;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A17;;;;;;;;Porte du lagon 3;;;2;C;3;76;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060465;CC du Nord de Mayotte;1;97610;97690;KOUNGOU;;;;;0A21;;;;;;;;KENAPARIS;;;2;C;4;88;2014;2014;2014;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B41;;;;;;;;Porte du lagon 3;;;2;C;5;86;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A21;;;;;;;;R?sidence APOLLO;;;1;C;3;78;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A23;;;;;;;;Porte du lagon 3;;;2;C;2;60;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B02;;;;;;;;Porte du lagon 3;;;2;C;2;57;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A11;;;;;;;;Porte du lagon 3;;;2;C;5;100;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0002;;;;;;;;Tribunes de Cavani;;;1;C;2;55;2011;2011;2011;4;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A11;;;;;;;;Tribunes de Cavani 2;;;2;C;4;84;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A05;;;;;;;;Residence Ylang;;;2;C;3;78;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060465;CC du Nord de Mayotte;1;97610;97690;KOUNGOU;;;;;0C21;;;;;;;;KENAPARIS;;;2;C;3;68;2014;2014;2014;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A22;;;;;;;;Porte du lagon 3;;;2;C;2;61;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A11;;;;;;;;R?sidence APOLLO;;;1;C;3;78;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B42;;;;;;;;Porte du lagon 3;;;2;C;3;91;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A23;;;;;;;;Residence Ylang;;;2;C;2;47;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0B21;;;;;;;;Badoria;;;2;C;4;95;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A22;;;;;;;;Doujani Ecole;;;1;C;2;52;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060465;CC du Nord de Mayotte;1;97610;97690;KOUNGOU;;;;;0A01;;;;;;;;KENAPARIS;;;2;C;4;88;2014;2014;2014;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97615;97615;PAMANDZI;;;;;0A11;;;;;;;;Pegase;;;2;C;3;86;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B23;;;;;;;;Porte du lagon 3;;;2;C;2;63;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97605;MAMOUDZOU;;;;;0A11;;;;;;;;Bengalis 2;;;2;C;4;106;2014;2014;2014;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A302;;;;;;;;R?sidence G?mini;;;1;C;3;75;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A33;;;;;;;;Residence Ylang;;;2;C;2;47;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A03;;;;;;;;Residence Ylang;;;2;C;2;47;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A06;;;;;;;;Porte du lagon 3;;;2;C;2;60;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0A01;;;;;;;;Badoria;;;2;C;4;97;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A004;;;;;;;;R?sidence G?mini;;;1;C;2;60;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A02;;;;;;;;Residence Ylang;;;2;C;2;47;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A32;;;;;;;;Porte du lagon 3;;;2;C;5;104;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A32;;;;;;;;Residence Ylang;;;2;C;2;46;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;A106;;;;;;;;R?sidence G?mini;;;1;C;3;75;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B31;;;;;;;;Residence Ylang;;;2;C;3;75;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A01;;;;;;;;R?sidence APOLLO;;;1;C;3;69;2015;2015;2015;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0B01;;;;;;;;Badoria;;;2;C;2;68;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200050532;CC de Petite-Terre;1;97608;97610;DZAOUDZI;;;;;0B31;;;;;;;;Badoria;;;2;C;4;95;2013;2013;2013;1;10;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B21;;;;;;;;Residence Ylang;;;2;C;3;75;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A37;;;;;;;;Porte du lagon 3;;;2;C;5;103;2011;2011;2011;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0A22;;;;;;;;Residence Ylang;;;2;C;2;46;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
06;;976;;200060457;CA de Dembeni / Mamoudzou;1;97611;97600;MAMOUDZOU;;;;;0B06;;;;;;;;Residence Ylang;;;2;C;4;99;2013;2013;2013;1;13;LBU & PR?T CDC;2;;;;;01/1900;;;;;;
